"Seneste: Tid (s)";"Seneste: Position (m)";"Seneste: Hastighed (m/s)";"Seneste: Acceleration (m/s²)"
0,05;1,93109;-0,0327755555556;0,752673271605
0,1;1,928689;-0,000666944444445;0,853948256173
0,15;1,9281745;0,0452188333333;0,980440092593
0,2;1,9319475;0,121669722222;0,684285
0,25;1,945496;0,112141944444;0,237993302469
0,3;1,9384645;0,158065833333;-0,580432222222
0,35;1,9648755;0,120431111111;-2,53481234568
0,4;1,9617885;-0,125480833333;-3,93391358025
0,45;1,9487545;-0,33271;-4,17745416667
0,5;1,929032;-0,554516666667;-3,96667854938
0,55;1,893017;-0,752885;-3,23012839506
0,6;1,8499705;-0,880080833333;-2,48013348765
0,65;1,803837;-0,974215277778;-2,31307978395
0,7;1,7529015;-1,08511861111;-2,7095941358
0,75;1,6956205;-1,21317194444;-3,51633225309
0,8;1,641255;-1,49185944444;-3,19228194444
0,85;1,5398985;-1,64420861111;-0,873220833333
0,9;1,462895;-1,53883138889;0,757246604938
0,95;1,3900075;-1,47985444444;0,694204475309
1;1,315405;-1,43412111111;-0,194049074074
1,05;1,252293;-1,50253055556;-1,0031162037
1,1;1,1677435;-1,60971805556;-0,120526388889
1,15;1,0833655;-1,57675194444;2,93736095679
1,2;1,0072195;-1,47337555556;11,4933583333
1,25;0,937419;-0,911046111111;29,238579784
1,3;0,8665895;0,851592777778;52,4153226852
1,35;0,8171975;5,81022944444;45,1030179012
1,4;1,5920345;7,93406638889;-7,83098641975
1,45;1,943781;4,05702305556;-44,2767478395
1,5;1,9175415;1,06558666667;-36,0579808642
1,55;1,926631;0,130054166667;-16,4506611111
1,6;1,9113675;0,01029;-4,69004861111
1,65;1,9316045;0,0199130555556;-1,19870030864
1,7;1,9182275;-0,0681236111111;-0,149003858025
1,75;1,9154835;0,00733638888889;0,361949691358
1,8;1,9250875;-0,0181980555556;0,561133179012
1,85;1,9079375;0,0605013888889;0,766721450617
1,9;1,933834;0,0907044444444;0,327861419753
1,95;1,9199425;0,0749836111111;-0,0130212962963
2;1,9350345;0,128910833333;-1,12152530864
2,05;1,9408655;0,0258202777778;-3,00839583333
2,1;1,9504695;-0,281450555556;-2,74368240741
2,15;1,9017635;-0,399309166667;0,384445833333
2,2;1,8959325;-0,208277222222;2,93217361111
2,25;1,8825555;-0,0259155555556;3,50770432099
2,3;1,882041;0,317560833333;0,688477222222
2,35;1,944124;0,146156111111;-4,06751419753
2,4;1,9017635;-0,336521111111;-7,35216265432
